Predator,Prey,PredIndex,PreyIndex,Interacts,Mean
"Small sharks","Mackerel",8,31,1,0.00470047
"Small sharks","Horse mackerel",8,32,0,0
"Small sharks","Sandeels",8,33,1,0.01110111
"Small sharks","Plaice",8,34,1,0.0020002
"Small sharks","Dab",8,35,1,0.00590059
"Small sharks","Long-rough dab",8,36,1,0.00210021
"Small sharks","Flounder",8,37,0,0
"Small sharks","Sole",8,38,1,0.0020002
"Small sharks","Lemon sole",8,39,0,0
"Small sharks","Witch",8,40,0,0
"Small sharks","Turbot and brill",8,41,0,0
"Small sharks","Megrim",8,42,0,0
"Small sharks","Halibut",8,43,0,0
"Small sharks","Dragonets",8,44,1,0.01660166
"Small sharks","Catfish (Wolf-fish)",8,45,0,0
"Small sharks","Large demersal fish",8,46,0,0
"Small sharks","Small demersal fish",8,47,1,0.00250025
"Small sharks","Miscellaneous filterfeeding pelagic fish",8,48,1,0.00410041
"Small sharks","Squid & cuttlefish",8,49,1,0.0260026
"Small sharks","Fish larvae",8,50,0,0
"Small sharks","Carnivorous zooplankton",8,51,1,0.00120012
"Small sharks","Herbivorous & Omnivorous zooplankton (copepods)",8,52,0,0
"Small sharks","Gelatinous zooplankton",8,53,0,0
"Small sharks","Large crabs",8,54,1,0.1142114
"Small sharks","Nephrops",8,55,1,0.01880188
"Small sharks","Epifaunal macrobenthos (mobile grazers)",8,56,1,0.3033303
"Small sharks","Infaunal macrobenthos",8,57,1,0.1820182
"Small sharks","Shrimp",8,58,1,0.0370037
"Small sharks","Small mobile epifauna (swarming crustaceans)",8,59,1,0.04130413
"Small sharks","Small infauna (polychaetes)",8,60,1,0.07530753
"Small sharks","Sessile epifauna",8,61,1,0.00870087
"Small sharks","Meiofauna",8,62,1,0.01010101
"Small sharks","Benthic microflora (incl. Bacteria, protozoa))",8,63,0,0
"Small sharks","Planktonic microflora (incl. Bacteria, protozoa)",8,64,0,0
"Small sharks","Phytoplankton",8,65,0,0
"Small sharks","Detritus - DOM -water column",8,66,0,0
"Small sharks","Detritus - POM - sediment",8,67,0,0
"Small sharks","Discards",8,68,0,0
"Juvenile rays",Imports, 9,0,0,0
"Juvenile rays","Baleen whales",9,1,0,0
"Juvenile rays","Toothed whales",9,2,0,0
"Juvenile rays","Seals",9,3,0,0
"Juvenile rays","Seabirds",9,4,0,0
"Juvenile rays","Juvenile sharks",9,5,0,0
"Juvenile rays","Spurdog",9,6,0,0
"Juvenile rays","Large piscivorous sharks",9,7,0,0
"Juvenile rays","Small sharks",9,8,0,0
"Juvenile rays","Juvenile rays",9,9,0,0
"Juvenile rays","Starry ray + others",9,10,0,0
"Juvenile rays","Thornback & Spotted ray",9,11,0,0
"Juvenile rays","Skate + cuckoo ray",9,12,0,0
"Juvenile rays","Juvenile Cod(0-2, 0-40cm)",9,13,1,0.002
"Juvenile rays","Cod (adult)",9,14,0,0
"Juvenile rays","Juvenile Whiting (0-1, 0-20cm)",9,15,0,0
"Juvenile rays","Whiting (adult)",9,16,0,0
"Juvenile rays","Juvenile Haddock (0-1, 0-20cm)",9,17,0,0
"Juvenile rays","Haddock (adult)",9,18,0,0
"Juvenile rays","Juvenile Saithe (0-3, 0-40cm)",9,19,0,0
"Juvenile rays","Saithe (adult)",9,20,0,0
"Juvenile rays","Hake",9,21,0,0
"Juvenile rays","Blue whiting",9,22,0,0
"Juvenile rays","Norway pout",9,23,1,0.0106
"Juvenile rays","Other gadoids (large)",9,24,0,0
"Juvenile rays","Other gadoids (small)",9,25,1,0.015
"Juvenile rays","Monkfish",9,26,0,0
"Juvenile rays","Gurnards",9,27,0,0
"Juvenile rays","Herring (juvenile 0, 1)",9,28,0,0
"Juvenile rays","Herring (adult)",9,29,0,0
"Juvenile rays","Sprat",9,30,1,0.0001
"Juvenile rays","Mackerel",9,31,0,0
"Juvenile rays","Horse mackerel",9,32,0,0
"Juvenile rays","Sandeels",9,33,1,0.3959
"Juvenile rays","Plaice",9,34,0,0
"Juvenile rays","Dab",9,35,1,0.0029
"Juvenile rays","Long-rough dab",9,36,1,0.0012
"Juvenile rays","Flounder",9,37,0,0
"Juvenile rays","Sole",9,38,0,0
"Juvenile rays","Lemon sole",9,39,0,0
"Juvenile rays","Witch",9,40,0,0
"Juvenile rays","Turbot and brill",9,41,0,0
"Juvenile rays","Megrim",9,42,0,0
"Juvenile rays","Halibut",9,43,0,0
"Juvenile rays","Dragonets",9,44,0,0
"Juvenile rays","Catfish (Wolf-fish)",9,45,0,0
"Juvenile rays","Large demersal fish",9,46,0,0
"Juvenile rays","Small demersal fish",9,47,1,0.0009
"Juvenile rays","Miscellaneous filterfeeding pelagic fish",9,48,0,0
"Juvenile rays","Squid & cuttlefish",9,49,1,0.0005000001
"Juvenile rays","Fish larvae",9,50,0,0
"Juvenile rays","Carnivorous zooplankton",9,51,1,0.008200001
"Juvenile rays","Herbivorous & Omnivorous zooplankton (copepods)",9,52,0,0
"Juvenile rays","Gelatinous zooplankton",9,53,0,0
"Juvenile rays","Large crabs",9,54,1,0.09600001
"Juvenile rays","Nephrops",9,55,0,0
"Juvenile rays","Epifaunal macrobenthos (mobile grazers)",9,56,1,0.06570001
"Juvenile rays","Infaunal macrobenthos",9,57,1,0.0032
"Juvenile rays","Shrimp",9,58,1,0.0526
"Juvenile rays","Small mobile epifauna (swarming crustaceans)",9,59,1,0.2394
"Juvenile rays","Small infauna (polychaetes)",9,60,1,0.1016
"Juvenile rays","Sessile epifauna",9,61,0,0
"Juvenile rays","Meiofauna",9,62,1,0.0042
"Juvenile rays","Benthic microflora (incl. Bacteria, protozoa))",9,63,0,0
"Juvenile rays","Planktonic microflora (incl. Bacteria, protozoa)",9,64,0,0
"Juvenile rays","Phytoplankton",9,65,0,0
"Juvenile rays","Detritus - DOM -water column",9,66,0,0
"Juvenile rays","Detritus - POM - sediment",9,67,0,0
"Juvenile rays","Discards",9,68,0,0
"Starry ray + others",Imports, 10,0,0,0
"Starry ray + others","Baleen whales",10,1,0,0
"Starry ray + others","Toothed whales",10,2,0,0
"Starry ray + others","Seals",10,3,0,0
"Starry ray + others","Seabirds",10,4,0,0
"Starry ray + others","Juvenile sharks",10,5,0,0
"Starry ray + others","Spurdog",10,6,0,0
"Starry ray + others","Large piscivorous sharks",10,7,0,0
"Starry ray + others","Small sharks",10,8,0,0
"Starry ray + others","Juvenile rays",10,9,1,0.00019998
"Starry ray + others","Starry ray + others",10,10,0,0
"Starry ray + others","Thornback & Spotted ray",10,11,0,0
"Starry ray + others","Skate + cuckoo ray",10,12,0,0
"Starry ray + others","Juvenile Cod(0-2, 0-40cm)",10,13,1,0.02809719
"Starry ray + others","Cod (adult)",10,14,0,0
"Starry ray + others","Juvenile Whiting (0-1, 0-20cm)",10,15,1,0.00279972
"Starry ray + others","Whiting (adult)",10,16,1,0.00449955
"Starry ray + others","Juvenile Haddock (0-1, 0-20cm)",10,17,1,0.0005999401
"Starry ray + others","Haddock (adult)",10,18,0,0
"Starry ray + others","Juvenile Saithe (0-3, 0-40cm)",10,19,0,0
"Starry ray + others","Saithe (adult)",10,20,0,0
"Starry ray + others","Hake",10,21,0,0
"Starry ray + others","Blue whiting",10,22,0,0
"Starry ray + others","Norway pout",10,23,1,0.110589
"Starry ray + others","Other gadoids (large)",10,24,0,0
"Starry ray + others","Other gadoids (small)",10,25,1,0.04689531
"Starry ray + others","Monkfish",10,26,0,0
"Starry ray + others","Gurnards",10,27,1,0.00039996
"Starry ray + others","Herring (juvenile 0, 1)",10,28,1,0.00029997
"Starry ray + others","Herring (adult)",10,29,1,0.008399161
"Starry ray + others","Sprat",10,30,1,0.00019998
"Starry ray + others","Mackerel",10,31,0,0
"Starry ray + others","Horse mackerel",10,32,0,0
"Starry ray + others","Sandeels",10,33,1,0.4936507
"Starry ray + others","Plaice",10,34,0,0
"Starry ray + others","Dab",10,35,1,0.02769723
"Starry ray + others","Long-rough dab",10,36,1,0.01949805
"Starry ray + others","Flounder",10,37,0,0
"Starry ray + others","Sole",10,38,1,0.00129987
"Starry ray + others","Lemon sole",10,39,0,0
"Starry ray + others","Witch",10,40,1,9.999001E-05
"Starry ray + others","Turbot and brill",10,41,0,0
"Starry ray + others","Megrim",10,42,0,0
"Starry ray + others","Halibut",10,43,1,0.00019998
"Starry ray + others","Dragonets",10,44,1,0.00549945
"Starry ray + others","Catfish (Wolf-fish)",10,45,0,0
"Starry ray + others","Large demersal fish",10,46,1,0.00019998
"Starry ray + others","Small demersal fish",10,47,1,0.009399061
"Starry ray + others","Miscellaneous filterfeeding pelagic fish",10,48,0,0
"Starry ray + others","Squid & cuttlefish",10,49,1,0.00169983
"Starry ray + others","Fish larvae",10,50,0,0
"Starry ray + others","Carnivorous zooplankton",10,51,1,0.00019998
"Starry ray + others","Herbivorous & Omnivorous zooplankton (copepods)",10,52,0,0
"Starry ray + others","Gelatinous zooplankton",10,53,0,0
"Starry ray + others","Large crabs",10,54,1,0.06439357
"Starry ray + others","Nephrops",10,55,0,0
"Starry ray + others","Epifaunal macrobenthos (mobile grazers)",10,56,1,0.04689531
"Starry ray + others","Infaunal macrobenthos",10,57,1,0.0019998
"Starry ray + others","Shrimp",10,58,1,0.01079892
"Starry ray + others","Small mobile epifauna (swarming crustaceans)",10,59,1,0.08129188
"Starry ray + others","Small infauna (polychaetes)",10,60,1,0.03219679
"Starry ray + others","Sessile epifauna",10,61,0,0
"Starry ray + others","Meiofauna",10,62,0,0
"Starry ray + others","Benthic microflora (incl. Bacteria, protozoa))",10,63,0,0
"Starry ray + others","Planktonic microflora (incl. Bacteria, protozoa)",10,64,0,0
"Starry ray + others","Phytoplankton",10,65,0,0
"Starry ray + others","Detritus - DOM -water column",10,66,0,0
"Starry ray + others","Detritus - POM - sediment",10,67,0,0
"Starry ray + others","Discards",10,68,0,0
"Thornback & Spotted ray",Imports, 11,0,0,0
"Thornback & Spotted ray","Baleen whales",11,1,0,0
"Thornback & Spotted ray","Toothed whales",11,2,0,0
"Thornback & Spotted ray","Seals",11,3,0,0
"Thornback & Spotted ray","Seabirds",11,4,0,0
"Thornback & Spotted ray","Juvenile sharks",11,5,0,0
"Thornback & Spotted ray","Spurdog",11,6,0,0
"Thornback & Spotted ray","Large piscivorous sharks",11,7,0,0
"Thornback & Spotted ray","Small sharks",11,8,0,0
"Thornback & Spotted ray","Juvenile rays",11,9,0,0
"Thornback & Spotted ray","Starry ray + others",11,10,0,0
"Thornback & Spotted ray","Thornback & Spotted ray",11,11,0,0
"Thornback & Spotted ray","Skate + cuckoo ray",11,12,0,0
"Thornback & Spotted ray","Juvenile Cod(0-2, 0-40cm)",11,13,0,0
"Thornback & Spotted ray","Cod (adult)",11,14,0,0
"Thornback & Spotted ray","Juvenile Whiting (0-1, 0-20cm)",11,15,1,0.00160016
"Thornback & Spotted ray","Whiting (adult)",11,16,0,0
"Thornback & Spotted ray","Juvenile Haddock (0-1, 0-20cm)",11,17,1,0.00010001
"Thornback & Spotted ray","Haddock (adult)",11,18,0,0
"Thornback & Spotted ray","Juvenile Saithe (0-3, 0-40cm)",11,19,0,0
"Thornback & Spotted ray","Saithe (adult)",11,20,0,0
"Thornback & Spotted ray","Hake",11,21,0,0
"Thornback & Spotted ray","Blue whiting",11,22,0,0
"Thornback & Spotted ray","Norway pout",11,23,1,0.00140014
"Thornback & Spotted ray","Other gadoids (large)",11,24,0,0
"Thornback & Spotted ray","Other gadoids (small)",11,25,1,0.03270327
"Thornback & Spotted ray","Monkfish",11,26,0,0
"Thornback & Spotted ray","Gurnards",11,27,0,0
"Thornback & Spotted ray","Herring (juvenile 0, 1)",11,28,1,0.00320032
"Thornback & Spotted ray","Herring (adult)",11,29,0,0
"Thornback & Spotted ray","Sprat",11,30,1,0.01920192
"Thornback & Spotted ray","Mackerel",11,31,0,0
"Thornback & Spotted ray","Horse mackerel",11,32,0,0
"Thornback & Spotted ray","Sandeels",11,33,1,0.03630364
"Thornback & Spotted ray","Plaice",11,34,1,0.009200921
"Thornback & Spotted ray","Dab",11,35,0,0
"Thornback & Spotted ray","Long-rough dab",11,36,0,0
"Thornback & Spotted ray","Flounder",11,37,0,0
"Thornback & Spotted ray","Sole",11,38,1,0.004500451
"Thornback & Spotted ray","Lemon sole",11,39,0,0
"Thornback & Spotted ray","Witch",11,40,0,0
"Thornback & Spotted ray","Turbot and brill",11,41,0,0
"Thornback & Spotted ray","Megrim",11,42,0,0
"Thornback & Spotted ray","Halibut",11,43,0,0
"Thornback & Spotted ray","Dragonets",11,44,0,0
"Thornback & Spotted ray","Catfish (Wolf-fish)",11,45,0,0
"Thornback & Spotted ray","Large demersal fish",11,46,0,0
"Thornback & Spotted ray","Small demersal fish",11,47,1,0.06960697
"Thornback & Spotted ray","Miscellaneous filterfeeding pelagic fish",11,48,0,0
"Thornback & Spotted ray","Squid & cuttlefish",11,49,1,0.0050005
"Thornback & Spotted ray","Fish larvae",11,50,0,0
"Thornback & Spotted ray","Carnivorous zooplankton",11,51,1,0.00160016
"Thornback & Spotted ray","Herbivorous & Omnivorous zooplankton (copepods)",11,52,0,0
"Thornback & Spotted ray","Gelatinous zooplankton",11,53,0,0
"Thornback & Spotted ray","Large crabs",11,54,1,0.3827383
"Thornback & Spotted ray","Nephrops",11,55,0,0
"Thornback & Spotted ray","Epifaunal macrobenthos (mobile grazers)",11,56,1,0.2056206
"Thornback & Spotted ray","Infaunal macrobenthos",11,57,1,0.0020002
"Thornback & Spotted ray","Shrimp",11,58,1,0.1166117
"Thornback & Spotted ray","Small mobile epifauna (swarming crustaceans)",11,59,1,0.09650967
"Thornback & Spotted ray","Small infauna (polychaetes)",11,60,1,0.01210121
"Thornback & Spotted ray","Sessile epifauna",11,61,0,0
"Thornback & Spotted ray","Meiofauna",11,62,0,0
"Thornback & Spotted ray","Benthic microflora (incl. Bacteria, protozoa))",11,63,0,0
"Thornback & Spotted ray","Planktonic microflora (incl. Bacteria, protozoa)",11,64,0,0
"Thornback & Spotted ray","Phytoplankton",11,65,0,0
"Thornback & Spotted ray","Detritus - DOM -water column",11,66,0,0
"Thornback & Spotted ray","Detritus - POM - sediment",11,67,0,0
"Thornback & Spotted ray","Discards",11,68,0,0
"Skate + cuckoo ray",Imports, 12,0,0,0
"Skate + cuckoo ray","Baleen whales",12,1,0,0
"Skate + cuckoo ray","Toothed whales",12,2,0,0
"Skate + cuckoo ray","Seals",12,3,0,0
"Skate + cuckoo ray","Seabirds",12,4,0,0
"Skate + cuckoo ray","Juvenile sharks",12,5,0,0
"Skate + cuckoo ray","Spurdog",12,6,0,0
"Skate + cuckoo ray","Large piscivorous sharks",12,7,0,0
"Skate + cuckoo ray","Small sharks",12,8,0,0
"Skate + cuckoo ray","Juvenile rays",12,9,0,0
"Skate + cuckoo ray","Starry ray + others",12,10,0,0
"Skate + cuckoo ray","Thornback & Spotted ray",12,11,0,0
"Skate + cuckoo ray","Skate + cuckoo ray",12,12,0,0
"Skate + cuckoo ray","Juvenile Cod(0-2, 0-40cm)",12,13,0,0
"Skate + cuckoo ray","Cod (adult)",12,14,0,0
"Skate + cuckoo ray","Juvenile Whiting (0-1, 0-20cm)",12,15,1,0.001441025
"Skate + cuckoo ray","Whiting (adult)",12,16,0,0
"Skate + cuckoo ray","Juvenile Haddock (0-1, 0-20cm)",12,17,1,0.0002682884
"Skate + cuckoo ray","Haddock (adult)",12,18,0,0
"Skate + cuckoo ray","Juvenile Saithe (0-3, 0-40cm)",12,19,0,0
"Skate + cuckoo ray","Saithe (adult)",12,20,0,0
"Skate + cuckoo ray","Hake",12,21,1,0.0009372521
"Skate + cuckoo ray","Blue whiting",12,22,1,0.001757348
"Skate + cuckoo ray","Norway pout",12,23,1,0.05471209
"Skate + cuckoo ray","Other gadoids (large)",12,24,0,0
"Skate + cuckoo ray","Other gadoids (small)",12,25,1,0.06677921
"Skate + cuckoo ray","Monkfish",12,26,1,0.0009372521
"Skate + cuckoo ray","Gurnards",12,27,1,0.002811756
"Skate + cuckoo ray","Herring (juvenile 0, 1)",12,28,1,0.01359016
"Skate + cuckoo ray","Herring (adult)",12,29,0,0
"Skate + cuckoo ray","Sprat",12,30,0,0
"Skate + cuckoo ray","Mackerel",12,31,0,0
"Skate + cuckoo ray","Horse mackerel",12,32,0,0
"Skate + cuckoo ray","Sandeels",12,33,1,0.3901312
"Skate + cuckoo ray","Plaice",12,34,0,0
"Skate + cuckoo ray","Dab",12,35,1,0.002928913
"Skate + cuckoo ray","Long-rough dab",12,36,1,0.001874504
"Skate + cuckoo ray","Flounder",12,37,0,0
"Skate + cuckoo ray","Sole",12,38,1,0.02788325
"Skate + cuckoo ray","Lemon sole",12,39,0,0
"Skate + cuckoo ray","Witch",12,40,1,0.0009372521
"Skate + cuckoo ray","Turbot and brill",12,41,0,0
"Skate + cuckoo ray","Megrim",12,42,0,0
"Skate + cuckoo ray","Halibut",12,43,0,0
"Skate + cuckoo ray","Dragonets",12,44,1,0.08048653
"Skate + cuckoo ray","Catfish (Wolf-fish)",12,45,0,0
"Skate + cuckoo ray","Large demersal fish",12,46,1,0.001757348
"Skate + cuckoo ray","Small demersal fish",12,47,1,0.01253575
"Skate + cuckoo ray","Miscellaneous filterfeeding pelagic fish",12,48,0,0
"Skate + cuckoo ray","Squid & cuttlefish",12,49,1,0.009255365
"Skate + cuckoo ray","Fish larvae",12,50,0,0
"Skate + cuckoo ray","Carnivorous zooplankton",12,51,1,0.003983322
"Skate + cuckoo ray","Herbivorous & Omnivorous zooplankton (copepods)",12,52,0,0
"Skate + cuckoo ray","Gelatinous zooplankton",12,53,0,0
"Skate + cuckoo ray","Large crabs",12,54,1,0.0638503
"Skate + cuckoo ray","Nephrops",12,55,1,0.001757348
"Skate + cuckoo ray","Epifaunal macrobenthos (mobile grazers)",12,56,1,0.02143964
"Skate + cuckoo ray","Infaunal macrobenthos",12,57,1,0.0007029391
"Skate + cuckoo ray","Shrimp",12,58,1,0.09852863
"Skate + cuckoo ray","Small mobile epifauna (swarming crustaceans)",12,59,1,0.08622719
"Skate + cuckoo ray","Small infauna (polychaetes)",12,60,1,0.05248612
"Skate + cuckoo ray","Sessile epifauna",12,61,0,0
"Skate + cuckoo ray","Meiofauna",12,62,0,0
"Skate + cuckoo ray","Benthic microflora (incl. Bacteria, protozoa))",12,63,0,0
"Skate + cuckoo ray","Planktonic microflora (incl. Bacteria, protozoa)",12,64,0,0
"Skate + cuckoo ray","Phytoplankton",12,65,0,0
"Skate + cuckoo ray","Detritus - DOM -water column",12,66,0,0
"Skate + cuckoo ray","Detritus - POM - sediment",12,67,0,0
"Skate + cuckoo ray","Discards",12,68,0,0
"Juvenile Cod(0-2, 0-40cm)",Imports, 13,0,0,0
"Juvenile Cod(0-2, 0-40cm)","Baleen whales",13,1,0,0
"Juvenile Cod(0-2, 0-40cm)","Toothed whales",13,2,0,0
"Juvenile Cod(0-2, 0-40cm)","Seals",13,3,0,0
"Juvenile Cod(0-2, 0-40cm)","Seabirds",13,4,0,0
"Juvenile Cod(0-2, 0-40cm)","Juvenile sharks",13,5,0,0
"Juvenile Cod(0-2, 0-40cm)","Spurdog",13,6,0,0
"Juvenile Cod(0-2, 0-40cm)","Large piscivorous sharks",13,7,0,0
"Juvenile Cod(0-2, 0-40cm)","Small sharks",13,8,0,0
"Juvenile Cod(0-2, 0-40cm)","Juvenile rays",13,9,0,0
"Juvenile Cod(0-2, 0-40cm)","Starry ray + others",13,10,0,0
"Juvenile Cod(0-2, 0-40cm)","Thornback & Spotted ray",13,11,0,0
"Juvenile Cod(0-2, 0-40cm)","Skate + cuckoo ray",13,12,0,0
"Juvenile Cod(0-2, 0-40cm)","Juvenile Cod(0-2, 0-40cm)",13,13,1,9.980985E-05
"Juvenile Cod(0-2, 0-40cm)","Cod (adult)",13,14,0,0
"Juvenile Cod(0-2, 0-40cm)","Juvenile Whiting (0-1, 0-20cm)",13,15,1,0.002000197
"Juvenile Cod(0-2, 0-40cm)","Whiting (adult)",13,16,0,0
"Juvenile Cod(0-2, 0-40cm)","Juvenile Haddock (0-1, 0-20cm)",13,17,1,0.001100108
"Juvenile Cod(0-2, 0-40cm)","Haddock (adult)",13,18,0,0
"Juvenile Cod(0-2, 0-40cm)","Juvenile Saithe (0-3, 0-40cm)",13,19,0,0
"Juvenile Cod(0-2, 0-40cm)","Saithe (adult)",13,20,0,0
"Juvenile Cod(0-2, 0-40cm)","Hake",13,21,0,0
"Juvenile Cod(0-2, 0-40cm)","Blue whiting",13,22,0,0
"Juvenile Cod(0-2, 0-40cm)","Norway pout",13,23,1,0.1269125
"Juvenile Cod(0-2, 0-40cm)","Other gadoids (large)",13,24,0,0
"Juvenile Cod(0-2, 0-40cm)","Other gadoids (small)",13,25,1,0.03700365
"Juvenile Cod(0-2, 0-40cm)","Monkfish",13,26,0,0
"Juvenile Cod(0-2, 0-40cm)","Gurnards",13,27,1,0.002100207
"Juvenile Cod(0-2, 0-40cm)","Herring (juvenile 0, 1)",13,28,1,0.050705
"Juvenile Cod(0-2, 0-40cm)","Herring (adult)",13,29,1,0.002100207
"Juvenile Cod(0-2, 0-40cm)","Sprat",13,30,1,0.03060302
"Juvenile Cod(0-2, 0-40cm)","Mackerel",13,31,0,0
"Juvenile Cod(0-2, 0-40cm)","Horse mackerel",13,32,1,0.000801079
"Juvenile Cod(0-2, 0-40cm)","Sandeels",13,33,1,0.152315
"Juvenile Cod(0-2, 0-40cm)","Plaice",13,34,1,2.100207E-05
"Juvenile Cod(0-2, 0-40cm)","Dab",13,35,1,0.006390631
"Juvenile Cod(0-2, 0-40cm)","Long-rough dab",13,36,1,0.02270224
"Juvenile Cod(0-2, 0-40cm)","Flounder",13,37,0,0
"Juvenile Cod(0-2, 0-40cm)","Sole",13,38,1,0.003790374
"Juvenile Cod(0-2, 0-40cm)","Lemon sole",13,39,0,0
"Juvenile Cod(0-2, 0-40cm)","Witch",13,40,1,9.980985E-05
"Juvenile Cod(0-2, 0-40cm)","Turbot and brill",13,41,0,0
"Juvenile Cod(0-2, 0-40cm)","Megrim",13,42,0,0
"Juvenile Cod(0-2, 0-40cm)","Halibut",13,43,0,0
"Juvenile Cod(0-2, 0-40cm)","Dragonets",13,44,1,0.005290522
"Juvenile Cod(0-2, 0-40cm)","Catfish (Wolf-fish)",13,45,0,0
"Juvenile Cod(0-2, 0-40cm)","Large demersal fish",13,46,0,0
"Juvenile Cod(0-2, 0-40cm)","Small demersal fish",13,47,1,0.07040694
"Juvenile Cod(0-2, 0-40cm)","Miscellaneous filterfeeding pelagic fish",13,48,1,9.980985E-05
"Juvenile Cod(0-2, 0-40cm)","Squid & cuttlefish",13,49,1,0.004510445
"Juvenile Cod(0-2, 0-40cm)","Fish larvae",13,50,0,0
"Juvenile Cod(0-2, 0-40cm)","Carnivorous zooplankton",13,51,1,0.005290522
"Juvenile Cod(0-2, 0-40cm)","Herbivorous & Omnivorous zooplankton (copepods)",13,52,1,0.07420732
"Juvenile Cod(0-2, 0-40cm)","Gelatinous zooplankton",13,53,0,0
"Juvenile Cod(0-2, 0-40cm)","Large crabs",13,54,1,0.04020397
"Juvenile Cod(0-2, 0-40cm)","Nephrops",13,55,1,0.002010198
"Juvenile Cod(0-2, 0-40cm)","Epifaunal macrobenthos (mobile grazers)",13,56,1,0.1297128
"Juvenile Cod(0-2, 0-40cm)","Infaunal macrobenthos",13,57,1,0.1006099
"Juvenile Cod(0-2, 0-40cm)","Shrimp",13,58,1,0.05290522
